projectId,status,updateTime,guaranteeWay,guaranteeContent,guarantorOrAgency,extraGuarantee
10000010000003831,10,2015-05-16 18:06:45,1,0,钱修,0
10000010000003832,10,2015-06-01 18:06:45,1,1,潘楠楠,1
10000010000003833,10,2015-03-16 18:06:45,1,1,周楠楠,1
10000010000003834,10,2015-04-03 18:06:45,1,1,杨一菲,1
10000010000003835,10,2015-03-15 18:06:45,1,1,吴贤重,1
10000010000003836,10,2015-04-08 18:06:45,0,1,马贤重,0
10000010000003837,9,2015-03-15 18:06:45,0,0,朱浩,0
10000010000003838,9,2015-06-02 18:06:45,1,0,杨天明,1
10000010000003839,10,2015-04-16 18:06:45,0,0,何明浩,0
10000010000003840,9,2015-05-11 18:06:45,0,1,周月月,0
10000010000003841,9,2015-04-19 18:06:45,0,0,柳年,0
10000010000003842,9,2015-04-04 18:06:45,0,0,李静,1
10000010000003843,9,2015-05-29 18:06:45,1,0,周峰,0
10000010000003844,10,2015-05-10 18:06:45,1,1,何娜娜,0
10000010000003845,9,2015-04-28 18:06:45,0,0,沈明浩,0
10000010000003846,9,2015-04-23 18:06:45,0,0,郑龙,1
10000010000003847,10,2015-06-03 18:06:45,0,0,钱天明,0
10000010000003848,10,2015-04-12 18:06:45,1,0,王夜,1
10000010000003849,9,2015-05-10 18:06:45,1,1,吴花,1
10000010000003850,9,2015-05-17 18:06:45,0,1,钱夜,1
10000010000003851,10,2015-03-15 18:06:45,0,0,潘星,0
10000010000003852,10,2015-04-16 18:06:45,1,0,陈静,1
10000010000003853,10,2015-04-21 18:06:45,0,1,柳晓东,0
10000010000003854,9,2015-04-11 18:06:45,0,1,赵峰,0
10000010000003855,9,2015-04-14 18:06:45,0,1,钱总,1
10000010000003856,10,2015-03-12 18:06:45,1,0,韩静,0
10000010000003857,9,2015-05-28 18:06:45,1,1,周阳,0
10000010000003858,9,2015-04-22 18:06:45,0,0,潘楠楠,1
10000010000003859,9,2015-03-16 18:06:45,0,1,钱楠楠,1
10000010000003860,9,2015-04-21 18:06:45,0,0,朱年,0
10000010000003861,10,2015-04-22 18:06:45,1,0,吴阳,0
10000010000003862,10,2015-04-26 18:06:45,1,1,李亮亮,0
10000010000003863,10,2015-04-10 18:06:45,1,0,冯赏,0
10000010000003864,9,2015-04-27 18:06:45,1,0,沈夜,1
10000010000003865,10,2015-06-09 18:06:45,1,0,朱静,0
10000010000003866,9,2015-06-07 18:06:45,0,0,赵总,1
10000010000003867,9,2015-04-11 18:06:45,0,1,张一菲,1
10000010000003868,10,2015-05-26 18:06:45,0,1,朱贤重,0
10000010000003869,10,2015-03-22 18:06:45,0,1,马星,1
10000010000003870,9,2015-03-26 18:06:45,1,0,沈总,1
10000010000003871,10,2015-05-07 18:06:45,1,1,王阳,1
10000010000003872,10,2015-05-12 18:06:45,1,0,胡浙东,0
10000010000003873,10,2015-06-08 18:06:45,0,1,韩静,1
10000010000003874,10,2015-05-27 18:06:45,0,0,李阳,0
10000010000003875,10,2015-03-30 18:06:45,0,1,张修,1
10000010000003876,10,2015-04-22 18:06:45,1,1,卫总,1
10000010000003877,10,2015-05-13 18:06:45,1,0,柳峰,0
10000010000003878,10,2015-03-23 18:06:45,0,0,沈浩,0
10000010000003879,9,2015-03-14 18:06:45,0,1,沈年,0
10000010000003880,10,2015-03-25 18:06:45,1,0,赵天明,1
10000010000003881,10,2015-05-29 18:06:45,1,0,卫晓东,1
10000010000003882,9,2015-05-13 18:06:45,1,0,钱夜,1
10000010000003883,9,2015-05-28 18:06:45,1,0,郑浩,0
10000010000003884,9,2015-04-11 18:06:45,0,0,马晓东,1
10000010000003885,10,2015-05-12 18:06:45,1,1,马修,1
10000010000003886,10,2015-05-18 18:06:45,1,1,沈楠楠,0
10000010000003887,10,2015-05-06 18:06:45,0,1,钱星,1
10000010000003888,10,2015-04-01 18:06:45,1,0,赵一菲,0
10000010000003889,9,2015-05-25 18:06:45,1,1,潘亮亮,1
10000010000003890,10,2015-04-18 18:06:45,1,0,李明浩,0
10000010000003891,9,2015-05-31 18:06:45,0,0,马静,1
10000010000003892,9,2015-05-19 18:06:45,0,0,陈月月,0
10000010000003893,9,2015-05-20 18:06:45,0,1,钱龙,0
10000010000003894,9,2015-05-27 18:06:45,1,1,胡赏,0
10000010000003895,10,2015-03-27 18:06:45,1,0,吴天明,0
10000010000003896,9,2015-05-01 18:06:45,1,1,周年,0
10000010000003897,9,2015-04-22 18:06:45,0,1,吴总,0
10000010000003898,10,2015-03-19 18:06:45,1,0,周小小,1
10000010000003899,10,2015-05-19 18:06:45,0,1,钱龙,0
10000010000003900,9,2015-05-13 18:06:45,1,0,王修,1
10000010000003901,9,2015-04-20 18:06:45,0,0,刘总,1
10000010000003902,9,2015-05-05 18:06:45,0,0,胡赏,1
10000010000003903,10,2015-06-05 18:06:45,1,0,吴星,0
10000010000003904,9,2015-04-25 18:06:45,1,1,陈晓东,0
10000010000003905,9,2015-04-14 18:06:45,1,0,周天明,0
10000010000003906,10,2015-05-23 18:06:45,1,1,冯年,0
10000010000003907,10,2015-03-23 18:06:45,1,0,钱花,0
10000010000003908,10,2015-05-29 18:06:45,0,1,冯赏,0
10000010000003909,9,2015-03-26 18:06:45,1,1,沈晓东,1
10000010000003910,9,2015-03-23 18:06:45,1,0,潘一菲,0
10000010000003911,10,2015-04-17 18:06:45,1,1,朱静,1
10000010000003912,10,2015-03-30 18:06:45,1,0,张天明,1
10000010000003913,10,2015-06-01 18:06:45,1,1,陈年,0
10000010000003914,10,2015-05-07 18:06:45,0,1,赵月月,0
10000010000003915,9,2015-05-20 18:06:45,0,0,李一菲,1
10000010000003916,10,2015-05-12 18:06:45,0,0,韩龙,1
10000010000003917,10,2015-05-01 18:06:45,1,1,潘赏,1
10000010000003918,10,2015-04-03 18:06:45,1,0,李静,0
10000010000003919,9,2015-05-29 18:06:45,1,0,何龙,1
10000010000003920,9,2015-04-18 18:06:45,0,0,胡赏,1
10000010000003921,10,2015-05-17 18:06:45,0,0,周娜娜,0
10000010000003922,10,2015-04-21 18:06:45,0,1,郑阳,0
10000010000003923,10,2015-06-05 18:06:45,1,1,吴月月,0
10000010000003924,10,2015-04-06 18:06:45,0,0,赵亮亮,0
10000010000003925,10,2015-03-23 18:06:45,0,0,钱年,1
10000010000003926,9,2015-03-22 18:06:45,0,1,朱晓东,1
10000010000003927,10,2015-05-06 18:06:45,1,1,潘阳,0
10000010000003928,10,2015-04-09 18:06:45,1,0,沈总,1
10000010000003929,9,2015-05-09 18:06:45,1,1,卫一菲,0
10000010000003930,9,2015-03-21 18:06:45,1,0,陈修,0
10000010000003931,10,2015-05-31 18:06:45,1,0,钱静,0
10000010000003932,10,2015-05-30 18:06:45,0,0,周浩,0
10000010000003933,10,2015-05-30 18:06:45,1,0,刘总,1
10000010000003934,10,2015-04-08 18:06:45,1,1,钱晓东,1
10000010000003935,10,2015-06-09 18:06:45,1,0,何总,1
10000010000003936,9,2015-05-13 18:06:45,0,1,张晓东,0
10000010000003937,10,2015-03-19 18:06:45,0,0,何小小,1
10000010000003938,9,2015-06-02 18:06:45,1,1,何天明,0
10000010000003939,10,2015-05-15 18:06:45,0,1,卫天明,0
10000010000003940,9,2015-03-14 18:06:45,1,0,钱花,1
10000010000003941,9,2015-05-25 18:06:45,0,1,杨月月,1
10000010000003942,10,2015-06-02 18:06:45,0,1,钱静,0
10000010000003943,10,2015-04-03 18:06:45,0,0,张雨,0
10000010000003944,10,2015-03-27 18:06:45,1,0,郑修,1
10000010000003945,10,2015-03-18 18:06:45,0,0,孙浩,1
10000010000003946,9,2015-04-27 18:06:45,0,1,张楠楠,1
10000010000003947,10,2015-04-27 18:06:45,0,0,孙星,1
10000010000003948,10,2015-04-29 18:06:45,1,0,冯明浩,0
10000010000003949,9,2015-05-11 18:06:45,1,1,韩阳,0
10000010000003950,10,2015-03-22 18:06:45,0,0,朱小小,1
10000010000003951,10,2015-03-27 18:06:45,0,0,朱天明,1
10000010000003952,9,2015-05-30 18:06:45,0,1,钱楠楠,0
10000010000003953,10,2015-06-07 18:06:45,1,0,沈花,1
10000010000003954,10,2015-04-17 18:06:45,0,0,郑星,1
10000010000003955,10,2015-03-28 18:06:45,0,0,王静,1
10000010000003956,9,2015-04-12 18:06:45,0,0,张峰,0
10000010000003957,10,2015-05-08 18:06:45,0,1,胡浙东,0
10000010000003958,9,2015-04-30 18:06:45,1,0,韩夜,1
10000010000003959,10,2015-05-01 18:06:45,1,0,郑星,0
10000010000003960,9,2015-05-29 18:06:45,1,1,李亮亮,0
10000010000003961,9,2015-04-08 18:06:45,0,1,韩雨,1
10000010000003962,10,2015-03-22 18:06:45,1,1,郑静,1
10000010000003963,9,2015-05-12 18:06:45,0,1,钱月月,1
10000010000003964,10,2015-06-04 18:06:45,1,1,马总,1
10000010000003965,10,2015-04-23 18:06:45,0,0,冯明浩,0
10000010000003966,9,2015-05-19 18:06:45,1,0,周龙,0
10000010000003967,10,2015-04-18 18:06:45,1,0,马雨,1
10000010000003968,9,2015-03-18 18:06:45,1,0,郑总,1
10000010000003969,10,2015-05-25 18:06:45,0,1,冯楠楠,1
10000010000003970,9,2015-03-20 18:06:45,1,1,钱一菲,1
10000010000003971,10,2015-04-13 18:06:45,1,0,卫月月,0
10000010000003972,9,2015-04-07 18:06:45,1,0,沈总,1
10000010000003973,9,2015-04-19 18:06:45,0,1,钱星,0
10000010000003974,10,2015-03-22 18:06:45,0,1,王楠楠,0
10000010000003975,9,2015-06-09 18:06:45,0,0,蒋浙东,0
10000010000003976,10,2015-05-05 18:06:45,1,1,赵娜娜,0
10000010000003977,10,2015-03-22 18:06:45,1,1,潘明浩,1
10000010000003978,10,2015-04-25 18:06:45,1,1,刘晓东,0
10000010000003979,9,2015-04-01 18:06:45,1,1,马总,1
10000010000003980,9,2015-05-22 18:06:45,0,0,赵浙东,0
10000010000003981,9,2015-05-24 18:06:45,0,1,潘楠楠,1
10000010000003982,9,2015-04-08 18:06:45,0,1,钱星,1
10000010000003983,10,2015-06-06 18:06:45,0,0,沈小小,0
10000010000003984,9,2015-04-24 18:06:45,1,0,钱静,0
10000010000003985,10,2015-04-20 18:06:45,0,1,冯月月,0
10000010000003986,9,2015-05-16 18:06:45,1,1,钱雨,0
10000010000003987,10,2015-04-07 18:06:45,0,0,张赏,0
10000010000003988,10,2015-06-05 18:06:45,1,1,吴一菲,0
10000010000003989,10,2015-04-17 18:06:45,1,0,张月月,1
10000010000003990,10,2015-05-17 18:06:45,1,1,钱娜娜,1
10000010000003991,10,2015-05-27 18:06:45,1,0,何阳,0
10000010000003992,9,2015-04-07 18:06:45,1,0,钱赏,0
10000010000003993,10,2015-05-30 18:06:45,0,0,沈一菲,0
10000010000003994,10,2015-04-29 18:06:45,1,1,何楠楠,1
10000010000003995,10,2015-04-07 18:06:45,1,0,陈阳,0
10000010000003996,9,2015-05-25 18:06:45,1,1,韩楠楠,0
10000010000003997,10,2015-03-26 18:06:45,0,1,朱夜,1
10000010000003998,10,2015-04-26 18:06:45,0,1,刘龙,0
10000010000003999,9,2015-05-23 18:06:45,1,1,朱楠楠,1
10000010000004000,10,2015-04-05 18:06:45,0,0,赵楠楠,0
10000010000004001,10,2015-04-21 18:06:45,1,0,朱雨,1
10000010000004002,9,2015-03-14 18:06:45,1,1,柳龙,0
10000010000004003,10,2015-04-04 18:06:45,1,0,张总,1
10000010000004004,10,2015-04-10 18:06:45,1,0,潘明浩,0
10000010000004005,9,2015-05-27 18:06:45,1,1,卫花,0
10000010000004006,9,2015-05-20 18:06:45,1,1,吴小小,1
10000010000004007,9,2015-05-25 18:06:45,0,0,韩修,0
10000010000004008,10,2015-03-20 18:06:45,0,1,杨一菲,0
10000010000004009,10,2015-03-13 18:06:45,1,0,钱小小,1
10000010000004010,10,2015-03-26 18:06:45,1,1,李总,0
10000010000004011,9,2015-04-09 18:06:45,0,1,王赏,1
10000010000004012,10,2015-05-29 18:06:45,1,0,胡明浩,0
10000010000004013,10,2015-03-30 18:06:45,1,0,陈星,0
10000010000004014,10,2015-03-26 18:06:45,0,1,李总,1
10000010000004015,10,2015-04-14 18:06:45,0,0,柳修,0
10000010000004016,10,2015-03-25 18:06:45,0,1,孙晓东,0
10000010000004017,10,2015-05-17 18:06:45,0,1,韩贤重,0
10000010000004018,9,2015-05-19 18:06:45,1,1,卫龙,0
10000010000004019,10,2015-05-29 18:06:45,1,0,杨娜娜,0
10000010000004020,10,2015-04-30 18:06:45,1,1,孙静,0
10000010000004021,9,2015-05-21 18:06:45,0,0,胡峰,1
10000010000004022,9,2015-04-10 18:06:45,1,0,柳娜娜,0
10000010000004023,9,2015-05-31 18:06:45,1,0,何赏,1
10000010000004024,9,2015-04-25 18:06:45,0,0,孙夜,0
10000010000004025,10,2015-05-29 18:06:45,0,0,李天明,0
10000010000004026,9,2015-04-26 18:06:45,1,1,朱花,1
10000010000004027,10,2015-05-06 18:06:45,0,0,钱修,0
10000010000004028,10,2015-06-01 18:06:45,1,1,卫亮亮,1
10000010000004029,10,2015-03-13 18:06:45,0,1,潘总,0
10000010000004030,9,2015-04-14 18:06:45,0,1,张花,0
10000010000004031,10,2015-03-13 18:06:45,1,1,吴总,0
10000010000004032,9,2015-05-07 18:06:45,1,0,钱晓东,0
10000010000004033,10,2015-04-19 18:06:45,0,0,卫天明,0
10000010000004034,9,2015-03-26 18:06:45,0,0,张总,0
10000010000004035,9,2015-03-12 18:06:45,1,0,卫赏,0
10000010000004036,9,2015-05-31 18:06:45,1,0,刘星,1
10000010000004037,10,2015-04-22 18:06:45,0,1,郑楠楠,1
10000010000004038,9,2015-04-23 18:06:45,1,1,钱贤重,0
10000010000004039,9,2015-04-09 18:06:45,0,0,陈一菲,1
10000010000004040,10,2015-03-14 18:06:45,0,1,沈总,0
10000010000004041,10,2015-05-03 18:06:45,1,1,沈雨,0
10000010000004042,9,2015-04-08 18:06:45,1,0,冯雨,1
10000010000004043,10,2015-05-20 18:06:45,0,1,周楠楠,1
10000010000004044,9,2015-04-25 18:06:45,1,0,马贤重,1
10000010000004045,10,2015-04-23 18:06:45,0,0,胡峰,0
10000010000004046,9,2015-05-02 18:06:45,0,0,陈阳,1
10000010000004047,9,2015-05-01 18:06:45,1,1,蒋贤重,0
10000010000004048,9,2015-05-27 18:06:45,1,1,郑星,1
10000010000004049,9,2015-03-25 18:06:45,1,1,卫贤重,0
10000010000004050,9,2015-03-21 18:06:45,1,1,王年,1
10000010000004051,9,2015-05-26 18:06:45,1,0,李亮亮,0
10000010000004052,9,2015-04-13 18:06:45,1,0,吴峰,1
10000010000004053,10,2015-03-15 18:06:45,0,0,李明浩,0
10000010000004054,10,2015-05-08 18:06:45,0,0,钱天明,0
10000010000004055,9,2015-05-27 18:06:45,0,1,沈娜娜,0
10000010000004056,9,2015-03-20 18:06:45,1,0,赵天明,0
10000010000004057,9,2015-04-24 18:06:45,0,0,吴总,0
10000010000004058,9,2015-06-06 18:06:45,0,1,吴贤重,0
10000010000004059,9,2015-06-01 18:06:45,0,1,杨天明,0
10000010000004060,9,2015-04-19 18:06:45,1,1,赵花,1
10000010000004061,9,2015-04-28 18:06:45,0,1,杨楠楠,0
10000010000004062,10,2015-06-05 18:06:45,0,1,赵天明,0
10000010000004063,9,2015-04-09 18:06:45,0,1,沈星,1
10000010000004064,9,2015-03-21 18:06:45,1,0,韩小小,0
10000010000004065,10,2015-04-27 18:06:45,0,1,李亮亮,0
10000010000004066,9,2015-04-16 18:06:45,1,1,钱阳,0
10000010000004067,10,2015-04-06 18:06:45,0,1,赵晓东,1
10000010000004068,10,2015-05-31 18:06:45,1,0,张亮亮,0
10000010000004069,10,2015-03-24 18:06:45,1,0,冯明浩,1
10000010000004070,10,2015-04-05 18:06:45,1,0,蒋修,1
10000010000004071,9,2015-05-23 18:06:45,0,0,刘花,1
10000010000004072,9,2015-03-18 18:06:45,1,1,卫雨,0
10000010000004073,10,2015-05-07 18:06:45,1,1,胡星,1
10000010000004074,10,2015-04-17 18:06:45,0,1,冯花,1
10000010000004075,10,2015-03-29 18:06:45,0,1,钱雨,1
10000010000004076,9,2015-05-15 18:06:45,0,0,潘晓东,0
10000010000004077,10,2015-03-24 18:06:45,0,1,孙雨,1
10000010000004078,9,2015-04-14 18:06:45,0,1,孙阳,0
10000010000004079,10,2015-04-23 18:06:45,1,0,潘夜,1
10000010000004080,9,2015-06-06 18:06:45,1,0,朱月月,1
10000010000004081,10,2015-05-15 18:06:45,0,1,周娜娜,1
10000010000004082,10,2015-03-28 18:06:45,1,1,钱花,1
10000010000004083,9,2015-04-27 18:06:45,0,0,韩小小,0
10000010000004084,9,2015-04-16 18:06:45,0,1,卫雨,1
10000010000004085,10,2015-04-08 18:06:45,0,0,马赏,0
10000010000004086,10,2015-05-26 18:06:45,0,0,沈一菲,0
10000010000004087,10,2015-05-15 18:06:45,0,1,刘天明,1
10000010000004088,10,2015-04-02 18:06:45,1,0,柳娜娜,1
10000010000004089,10,2015-05-04 18:06:45,0,1,钱天明,1
10000010000004090,9,2015-04-24 18:06:45,1,0,朱贤重,0
10000010000004091,9,2015-05-19 18:06:45,1,0,赵楠楠,0
10000010000004092,10,2015-03-25 18:06:45,0,0,杨静,0
10000010000004093,10,2015-05-14 18:06:45,1,0,冯雨,1
10000010000004094,9,2015-03-29 18:06:45,1,1,张修,1
10000010000004095,9,2015-06-06 18:06:45,0,0,李赏,1
10000010000004096,10,2015-05-04 18:06:45,1,0,蒋贤重,0
10000010000004097,9,2015-04-30 18:06:45,1,0,张年,0
10000010000004098,10,2015-05-19 18:06:45,1,1,王天明,1
10000010000004099,10,2015-03-24 18:06:45,1,0,张夜,0
10000010000004100,10,2015-06-01 18:06:45,0,1,马年,1
10000010000004101,9,2015-04-04 18:06:45,0,0,周龙,0
10000010000004102,9,2015-05-03 18:06:45,0,0,冯浩,0
10000010000004103,10,2015-03-12 18:06:45,1,0,冯楠楠,1
10000010000004104,9,2015-05-01 18:06:45,1,0,郑贤重,1
10000010000004105,9,2015-05-18 18:06:45,1,1,何修,0
10000010000004106,9,2015-05-25 18:06:45,1,0,卫一菲,1
10000010000004107,10,2015-03-29 18:06:45,0,0,钱小小,0
10000010000004108,10,2015-05-07 18:06:45,0,1,沈总,0
10000010000004109,9,2015-05-24 18:06:45,0,1,沈晓东,1
10000010000004110,9,2015-05-15 18:06:45,1,1,郑月月,1
10000010000004111,9,2015-05-02 18:06:45,0,1,蒋娜娜,1
10000010000004112,9,2015-04-05 18:06:45,1,0,王小小,1
10000010000004113,10,2015-06-03 18:06:45,0,0,钱娜娜,0
10000010000004114,10,2015-03-29 18:06:45,0,0,吴峰,1
10000010000004115,9,2015-05-20 18:06:45,0,1,柳浙东,1
10000010000004116,9,2015-06-06 18:06:45,1,1,朱阳,0
10000010000004117,10,2015-05-01 18:06:45,0,1,郑一菲,0
10000010000004118,9,2015-05-24 18:06:45,1,1,孙贤重,1
10000010000004119,10,2015-04-10 18:06:45,1,1,王花,0
10000010000004120,10,2015-05-29 18:06:45,1,0,周峰,1
10000010000004121,10,2015-03-19 18:06:45,1,1,潘明浩,1
10000010000004122,9,2015-03-19 18:06:45,1,1,卫龙,0
10000010000004123,9,2015-04-20 18:06:45,0,0,吴花,1
10000010000004124,9,2015-04-02 18:06:45,0,1,王龙,1
10000010000004125,9,2015-03-25 18:06:45,1,0,韩亮亮,0
10000010000004126,9,2015-03-25 18:06:45,0,0,吴晓东,1
10000010000004127,9,2015-05-02 18:06:45,1,1,沈明浩,1
10000010000004128,10,2015-05-02 18:06:45,0,1,张娜娜,1
10000010000004129,10,2015-05-18 18:06:45,1,1,吴赏,0
10000010000004130,9,2015-05-01 18:06:45,0,1,柳年,0
10000010000004131,9,2015-03-21 18:06:45,0,0,陈赏,1
10000010000004132,9,2015-05-26 18:06:45,0,0,蒋浙东,1
10000010000004133,10,2015-04-18 18:06:45,0,0,马浙东,1
10000010000004134,10,2015-04-24 18:06:45,0,0,张阳,1
10000010000004135,10,2015-05-20 18:06:45,0,0,张月月,1
10000010000004136,10,2015-05-02 18:06:45,1,1,沈浩,1
10000010000004137,10,2015-05-02 18:06:45,0,0,周浩,0
10000010000004138,10,2015-04-25 18:06:45,1,0,冯花,1
10000010000004139,10,2015-04-09 18:06:45,1,1,蒋娜娜,0
10000010000004140,10,2015-04-16 18:06:45,0,1,杨月月,0
10000010000004141,10,2015-06-07 18:06:45,0,1,郑花,0
10000010000004142,9,2015-04-16 18:06:45,1,0,何楠楠,1
10000010000004143,9,2015-04-11 18:06:45,1,1,潘贤重,0
10000010000004144,9,2015-05-19 18:06:45,1,0,杨楠楠,1
10000010000004145,10,2015-04-22 18:06:45,1,0,蒋月月,0
10000010000004146,10,2015-06-03 18:06:45,1,1,蒋天明,1
10000010000004147,9,2015-04-21 18:06:45,0,1,孙亮亮,1
10000010000004148,9,2015-04-21 18:06:45,0,1,孙楠楠,1
10000010000004149,10,2015-03-16 18:06:45,0,1,蒋星,0
10000010000004150,10,2015-04-09 18:06:45,1,1,张月月,0
10000010000004151,9,2015-05-15 18:06:45,1,0,朱贤重,1
10000010000004152,9,2015-04-25 18:06:45,0,1,王楠楠,1
10000010000004153,9,2015-05-31 18:06:45,1,1,周一菲,0
10000010000004154,10,2015-05-17 18:06:45,0,1,刘花,0
10000010000004155,10,2015-04-12 18:06:45,1,0,柳龙,1
10000010000004156,9,2015-04-30 18:06:45,1,1,孙晓东,0
10000010000004157,9,2015-04-17 18:06:45,1,1,冯一菲,1
10000010000004158,9,2015-04-17 18:06:45,1,0,胡年,1
10000010000004159,9,2015-06-05 18:06:45,0,1,马浩,0
10000010000004160,9,2015-05-25 18:06:45,1,1,刘明浩,0
10000010000004161,9,2015-05-08 18:06:45,1,1,李亮亮,1
10000010000004162,10,2015-03-14 18:06:45,1,0,李年,0
10000010000004163,10,2015-05-14 18:06:45,0,0,蒋明浩,0
10000010000004164,10,2015-04-13 18:06:45,1,0,朱娜娜,1
10000010000004165,10,2015-04-05 18:06:45,1,1,孙浩,0
10000010000004166,9,2015-05-03 18:06:45,1,1,朱晓东,0
10000010000004167,10,2015-06-05 18:06:45,1,1,吴亮亮,0
10000010000004168,10,2015-05-30 18:06:45,0,1,蒋晓东,0
10000010000004169,9,2015-04-23 18:06:45,1,1,郑楠楠,0
10000010000004170,10,2015-03-12 18:06:45,0,0,柳星,0
10000010000004171,9,2015-05-02 18:06:45,1,1,郑龙,0
10000010000004172,10,2015-03-28 18:06:45,1,0,何贤重,1
10000010000004173,10,2015-03-23 18:06:45,1,0,何阳,1
10000010000004174,9,2015-04-13 18:06:45,1,1,韩星,1
10000010000004175,9,2015-06-01 18:06:45,1,0,马浙东,0
10000010000004176,10,2015-04-12 18:06:45,0,1,钱年,0
10000010000004177,10,2015-05-31 18:06:45,1,0,柳峰,0
10000010000004178,10,2015-03-24 18:06:45,1,0,刘浙东,1
10000010000004179,10,2015-03-26 18:06:45,0,1,王天明,1
10000010000004180,10,2015-04-30 18:06:45,1,0,冯浩,1
10000010000004181,10,2015-05-23 18:06:45,1,1,赵夜,0
10000010000004182,9,2015-04-01 18:06:45,1,1,潘花,0
10000010000004183,10,2015-05-31 18:06:45,0,0,胡一菲,0
10000010000004184,10,2015-05-28 18:06:45,1,1,沈星,1
10000010000004185,10,2015-05-26 18:06:45,0,1,钱峰,1
10000010000004186,9,2015-04-28 18:06:45,1,0,孙月月,0
10000010000004187,10,2015-04-03 18:06:45,1,0,卫龙,1
10000010000004188,9,2015-04-03 18:06:45,0,0,胡年,1
10000010000004189,9,2015-05-01 18:06:45,1,0,郑年,1
10000010000004190,10,2015-04-16 18:06:45,1,0,郑总,1
10000010000004191,9,2015-03-31 18:06:45,1,0,陈浩,0
10000010000004192,9,2015-04-26 18:06:45,0,1,刘阳,1
10000010000004193,9,2015-05-18 18:06:45,1,0,李赏,1
10000010000004194,10,2015-05-11 18:06:45,0,1,胡楠楠,1
10000010000004195,10,2015-05-18 18:06:45,0,0,卫星,1
10000010000004196,9,2015-04-01 18:06:45,1,0,郑亮亮,1
10000010000004197,10,2015-05-31 18:06:45,1,0,沈一菲,0
10000010000004198,10,2015-05-28 18:06:45,0,0,赵浙东,1
10000010000004199,10,2015-05-27 18:06:45,1,0,李花,1
10000010000004200,10,2015-04-20 18:06:45,1,1,马总,0
10000010000004201,10,2015-04-10 18:06:45,0,0,张夜,1
10000010000004202,10,2015-04-13 18:06:45,0,0,潘明浩,0
10000010000004203,9,2015-04-18 18:06:45,1,0,冯天明,1
10000010000004204,9,2015-04-28 18:06:45,0,0,蒋一菲,0
10000010000004205,10,2015-04-24 18:06:45,0,1,李夜,1
10000010000004206,9,2015-05-29 18:06:45,0,0,王总,0
10000010000004207,9,2015-04-20 18:06:45,1,1,沈娜娜,1
10000010000004208,10,2015-03-14 18:06:45,1,0,潘夜,1
10000010000004209,10,2015-05-25 18:06:45,0,1,刘静,0
10000010000004210,9,2015-04-13 18:06:45,0,0,郑静,0
10000010000004211,9,2015-04-04 18:06:45,1,0,杨星,1
10000010000004212,9,2015-03-25 18:06:45,0,1,陈夜,0
10000010000004213,9,2015-05-31 18:06:45,1,0,刘贤重,1
10000010000004214,10,2015-04-15 18:06:45,0,0,卫一菲,0
10000010000004215,10,2015-03-26 18:06:45,1,1,沈静,1
10000010000004216,10,2015-05-10 18:06:45,1,1,王龙,1
10000010000004217,10,2015-05-09 18:06:45,1,1,陈浙东,1
10000010000004218,10,2015-04-16 18:06:45,0,1,赵明浩,1
10000010000004219,9,2015-03-30 18:06:45,0,0,赵赏,1
10000010000004220,10,2015-04-02 18:06:45,1,0,孙星,1
10000010000004221,9,2015-05-28 18:06:45,0,1,郑小小,1
10000010000004222,10,2015-03-22 18:06:45,0,1,钱一菲,0
10000010000004223,9,2015-06-05 18:06:45,0,1,李年,0
10000010000004224,9,2015-04-17 18:06:45,1,0,周星,1
10000010000004225,10,2015-04-17 18:06:45,1,1,李明浩,0
10000010000004226,9,2015-04-12 18:06:45,1,0,何星,0
10000010000004227,9,2015-06-06 18:06:45,1,1,钱明浩,0
10000010000004228,9,2015-04-17 18:06:45,0,0,李一菲,0
10000010000004229,10,2015-05-10 18:06:45,1,0,蒋夜,1
10000010000004230,9,2015-06-03 18:06:45,0,0,孙龙,0
10000010000004231,9,2015-05-20 18:06:45,0,1,孙浩,0
10000010000004232,10,2015-05-25 18:06:45,0,1,赵雨,1
10000010000004233,10,2015-04-28 18:06:45,1,1,柳修,0
10000010000004234,10,2015-03-30 18:06:45,1,0,杨年,1
10000010000004235,10,2015-04-13 18:06:45,1,0,潘贤重,1
10000010000004236,9,2015-05-07 18:06:45,0,0,柳明浩,0
10000010000004237,10,2015-04-07 18:06:45,1,0,柳赏,0
10000010000004238,9,2015-05-14 18:06:45,0,0,潘赏,0
10000010000004239,10,2015-04-16 18:06:45,0,1,钱星,0
10000010000004240,9,2015-04-25 18:06:45,1,0,钱浙东,1
10000010000004241,10,2015-05-02 18:06:45,1,0,张阳,1
10000010000004242,10,2015-03-19 18:06:45,0,1,郑赏,0
10000010000004243,10,2015-03-14 18:06:45,0,1,周浩,0
10000010000004244,10,2015-05-27 18:06:45,1,1,胡总,0
10000010000004245,10,2015-03-24 18:06:45,1,0,蒋年,1
10000010000004246,9,2015-05-30 18:06:45,1,0,钱修,1
10000010000004247,9,2015-05-27 18:06:45,0,0,王明浩,0
10000010000004248,9,2015-04-09 18:06:45,1,1,杨星,0
10000010000004249,10,2015-04-08 18:06:45,0,1,柳总,1
10000010000004250,10,2015-06-04 18:06:45,0,1,沈明浩,0
10000010000004251,9,2015-04-07 18:06:45,0,0,韩贤重,0
10000010000004252,9,2015-04-29 18:06:45,1,0,何楠楠,0
10000010000004253,9,2015-04-22 18:06:45,0,0,朱年,0
